German,English,Frequency
mccoy,mccoy,777
vaterland,fatherland,777
bitter,bitter,777
schleier,veil,777
notarzt,emergency doctor,777
stattfindet,takes place,777
hervorragende,excellent,777
krimineller,criminal,777
durchatmen,breathe,777
stopfen,Plug,776
übergabe,handing over,776
monatelang,for months,776
beeile,hurry,776
harley,harley,776
unterschreibe,sign,776
effekt,effect,775
einlegen,insert,775
verwirrung,confusion,775
überschritten,exceeded,775
where,where,775
instrumente,instruments,775
mailand,Milan,775
belassen,leave,775
latein,Latin,775
caine,caine,774
großartiges,great,774
billie,billie,774
grundlage,basis,774
reihenfolge,sequence,774
körperliche,physical,774
würmer,worms,774
arena,arena,773
mexico,mexico,773
hong,hong,773
ballett,ballet,773
luder,bitch,773
gerald,gerald,773
werke,plants,773
bullshit,bullshit,773
mae,mae,772
verfolgung,persecution,772
lizzie,lizzie,772
männlichen,male,772
exemplar,copy,772
bedauerlich,regrettable,772
blinden,blind,772
jage,hunting,772
cd,CD,772
honey,honey,772
finanzieren,finance,771
anstalt,institution,771
vorbeischauen,drop by,771
v.,v.,771
pakt,pact,771
damm,dam,771
laser,laser,771
gustav,gustav,771
einsamen,lonely,771
derart,so,771
unteren,lower,771
versammeln,gather,771
behörde,authority,771
info,info,771
beckett,beckett,771
gedeckt,covered,771
köter,cur,770
positionen,positions,770
vertrete,represent,770
kirby,kirby,770
vergewaltigen,rape,770
chemikalien,chemicals,770
verwechseln,confound,769
helle,bright,769
vergrößern,enlarge,769
anhaben,wear,769
tuvok,tuvok,769
angepisst,pissed off,769
ida,ida,769
mississippi,Mississippi,769
unterschlupf,shelter,769
hemden,shirts,768
besen,broom,768
herkomme,come from,768
ließe,could,768
jazz,jazz,768
eilt,hastens,768
candy,candy,768
vorwerfen,accuse,768
plans,plans,768
il,il,767
abzuhalten,hold,767
odo,odo,767
tugend,Virtue,767
fürsten,prince,767
neuanfang,neuanfang,767
drängt,urges,766
verweigern,deny,766
töne,sounds,766
patricia,patricia,766
maureen,maureen,766
staates,State,766
anordnung,arrangement,766
orchester,orchestra,766
senf,mustard,766
qualen,pain,765
verwaltung,administration,765
übertreibst,exaggerating,765
anonymen,anonymous,765
galt,was,765
ver,ver,765
scherzen,to kid,764
ausgeflippt,freaky,764
modern,modern,764
schwiegersohn,son in law,764
getränk,drink,764
hörer,receiver,764
finanzen,finances,764
bang,fearfully,764
colorado,Colorado,764
vernünftige,reasonable,764
verteidiger,defender,764
rupert,rupert,763
verbirgt,conceals,763
ähnliche,similar,763
bevorzugen,to prefer,763
bea,bea,763
hindurch,through,763
eigentliche,real,763
belästigung,harassment,763
seltene,rare,763
mysteriöse,mysterious,763
vorsitzende,chairman,763
anzüge,suits,763
haue,cut it,762
häh,huh,762
feuert,fires,762
vorausgesetzt,provided,762
profitieren,benefit,762
sabine,sabine,762
kaltes,cold,762
eingedrungen,penetrated,762
huch,oops,762
creek,creek,762
vorläufig,provisionally,762
canyon,canyon,762
adern,veins,761
mordkommission,murder commission,761
schnattert,schnattert,761
baxter,baxter,761
piepsen,cheep,761
benutz,USER,761
chelsea,chelsea,761
dämliche,stupid,760
erkältung,cold,760
belohnt,rewarded,760
grinsen,grin,760
bund,Federation,760
gestochen,razor,760
katharina,catherine,760
moms,moms,759
provozieren,provoke,759
geschmeichelt,flattered,759
anrichten,cause,759
letztlich,ultimately,759
gehirnerschütterung,concussion,759
lehnen,lean,759
geknackt,cracked,759
partnerschaft,partnership,759
eingeschaltet,switched on,759
whitney,whitney,759
skye,skye,759
gestohlenen,stolen,759
aufhörst,cease,758
tagelang,for days,758
oswald,oswald,758
scofield,scofield,758
unterscheidet,different,758
begleiter,companion,758
margot,margot,758
ober,Upper,758
tödlichen,deadly,758
apokalypse,Apocalypse,757
k.i.t.t.,putty.,757
much,much,757
knabe,boy,757
montgomery,montgomery,757
eingebildet,conceited,757
berühmter,famous,757
reihen,string,757
schwindler,swindler,757
verarschst,kidding,757
maß,measure,757
rechtsanwalt,Lawyer,757
geritten,ridden,757
romantik,romance,757
net,net,757
räder,bikes,757
nanny,nanny,757
betsy,betsy,756
erklärungen,Explanations,756
haushälterin,housekeeper,756
gütig,kind,756
privatdetektiv,Private detective,756
rumhängen,hang out,756
ansteckend,contagious,756
marcy,marcy,756
anstoßen,nudge,756
michaels,michaels,755
gefüttert,lined,755
nackten,naked,755
nervig,irritating,755
neuem,new,755
sheppard,sheppard,755
geistig,mentally,755
niedergeschlagen,downcast,754
nicolas,nicolas,754
herumlaufen,run around,754
einmalige,unique,754
verstößt,violates,754
ähnelt,resembles,754
morphium,morphine,754
tool,tool,754
bote,delivery boy,753
monitor,monitor,753
kooperation,cooperation,753
schwerkraft,gravity,753
abgewiesen,rejected,753
auserwählt,select,753
bedacht,concerned,753
frucht,fruit,753
phaser,phaser,753
söldner,mercenary,752
taugt,is good,752
dalton,dalton,752
objekte,objects,752
pulli,pullover,752
ärzten,doctors,752
kiefer,jaw,752
aufwecken,wake,752
angemacht,dressed,752
klugscheißer,smart aleck,752
zaubern,conjure,751
gabel,fork,751
engagieren,engage,751
funktionierte,worked,751
gross,big,751
schwächer,weaker,751
empfindest,feel about,751
führ,Lead,750
ernsthafte,serious,750
vermitteln,convey,750
einzusetzen,to use,750
andreas,andreas,750
hughes,hughes,750
jenen,those,750
nonnen,nuns,750
vorgehensweise,method,749
wat,wat,749
spender,donor,749
val,val,749
company,company,749
blauer,blue,749
rasiert,shaved,748
vergebt,forgive,748
mayday,mayday,748
venus,Venus,748
verhafte,arrest,748
steigst,climb,748
identisch,identical,748
bange,anxious,748
bekämpft,fought,748
jep,Yup,748
gastgeber,host,748
innenstadt,Downtown,747
mitbewohnerin,flatmate,747
papas,papas,747
schwindelig,dizzy,747
dc,dc,747
ratschlag,Advice,747
scham,shame,747
intensiv,intensive,747
amigo,amigo,747
louie,louie,747
defekt,malfunction,747
beziehen,Respectively,747
or,or,747
talentiert,talented,746
bridget,bridget,746
gretchen,gretchen,746
angezeigt,appropriate,746
schaufel,shovel,746
erschüttert,shocked,746
reingefallen,fooled,746
vetter,cousin,746
braunen,tan,746
boys,boys,745
bestechen,bribe,745
rücksitz,back seat,745
sicherzustellen,ensure,745
verärgern,annoy,745
magier,magician,745
management,management,745
eröffnung,opening,745
grill,grill,745
schiffen,ship,745
passte,fit,745
deacon,deacon,745
chefs,heads,744
verbinde,connect,744
würfel,cube,744
physik,physics,744
dosen,cans,744
grove,grove,744
champ,champ,744
möchtet,want,744
porno,porn,744
absoluter,absolute,744
stadion,Stadion,744
abgeschossen,shot down,744
streben,strive,744
durchstehen,get through,744
beging,committed,743
streik,strike,743
weiterfahren,continue,743
ramon,ramon,743
tipps,tips,743
sweet,sweet,743
hinsehen,look,742
isabel,isabel,742
starte,Create,742
plätzchen,cookie,742
magazine,magazine,742
wanda,wanda,742
beruht,is based,742
ragnar,ragnar,742
korruption,corruption,742
wimmelt,abound,742
hook,hook,742
lux,lux,742
abgestellt,switched off,742
liefere,deliver,742
anschließend,subsequently,742
grube,pit,742
mei,mei,741
flieht,flees,741
schriftlich,written,741
kamerad,mate,741
irrelevant,irrelevant,741
ironisch,ironic,741
herab,down,741
friedrich,friedrich,741
stier,bull,741
entschluss,decision,741
gescheitert,failed,741
begrüße,welcome,740
kitt,putty,740
desaster,disaster,740
wachsam,watchful,740
startklar,ready,740
gutmachen,do well,740
log,log,740
luca,luca,740
hypothek,mortgage,739
anhand,based,739
schlagzeilen,headlines,739
auslöser,trigger,739
gaius,gaius,739
kündigung,termination,739
atlantis,atlantis,739
entzug,withdrawal,739
server,server,739
adele,adele,739
leibwächter,bodyguard,739
abzulenken,distract,738
angeben,specify,738
abknallen,zap,738
schuldigen,guilty,738
thor,thor,738
erschrocken,frightened,738
lehrte,taught,738
häschen,bunny,738
daily,daily,738
handschuh,Glove,738
seide,silk,738
bewaffnete,armed,738
caesar,Caesar,738
sklavin,slave,737
leinwand,canvas,737
erzählten,told,737
geguckt,watched,737
georgie,georgie,737
stimmts,right,737
brendan,brendan,737
leichten,light,737
phillips,phillips,737
pistolen,pistols,737
verbringst,spend,736
scannen,to scan,736
richmond,richmond,736
klatschen,clap,736
städten,cities,736
ohrringe,earrings,736
präsentation,presentation,736
gotham,gotham,736
häuschen,lodge,736
vermittlung,mediation,735
zahnbürste,toothbrush,735
feinen,fine,735
blei,lead,735
gönnen,grant,735
schlugen,beat,735
sprüche,claims,735
erreichbar,reachable,735
scheißdreck,shit,735
kerlen,kerlen,735
zuverlässig,reliable,735
sasha,sasha,734
aufprall,impact,734
stewart,stewart,734
hochzeiten,weddings,734
aneinander,together,734
vorwurf,accusation,734
gehörten,included,734
ausflippen,flip out,734
kehrte,returned,733
sonntags,Sunday,733
cyrus,cyrus,733
garde,guard,733
sonde,probe,733
blutungen,bleeding,733
roosevelt,roosevelt,733
flüchtlinge,refugees,733
unterhose,underpants,733
scotland,scotland,733
instrumentalmusik,instrumental music,733
becca,becca,732
heldin,heroine,732
geschmeckt,tasted,732
rod,rod,732
unterstütze,support,732
schluchzen,sob,732
säcke,bags,732
psychopath,psychopath,732
madonna,Madonna,732
bezeugen,witness,732
massage,massage,732
geschmissen,threw,732
pudding,pudding,732
einzuladen,invite,732
meldete,reported,732
ecken,corners,731
bedrohen,threaten,731
lulu,lulu,731
lichtjahre,lightyears,731
line,line,731
schweig,Shut up. Be quiet,731
zwecklos,purposeless,731
teilnehmer,Attendees,731
charley,charley,731
langeweile,boredom,731
offiziellen,official,731
rudi,rudi,730
verzeihe,forgive,730
hässlichen,ugly,730
gewidmet,dedicated,730
tabak,tobacco,730
ernannt,appointed,730
übler,bad,730
sandwiches,sandwiches,730
adoptieren,to adopt,730
geistern,wander like a ghost,729
sheriffs,sheriffs,729
vorgesetzter,supervisor,729
kodex,code,729
südamerika,South America,729
kostete,cost,729
verführt,seduced,729
schonen,save,729
pauline,pauline,729
machtlos,powerless,729
einsehen,see,728
mythos,myth,728
verantworten,answer for,728
ausschließlich,exclusively,728
ahh,ahh,728
pamela,pamela,728
geschäften,transactions,728
zurückbekommen,get back,727
anrufst,phoning,727
marihuana,marijuana,727
mithalten,keep up,727
lebenszeichen,signs of life,727
woody,woody,726
anmachen,to turn on,726
sklaverei,slavery,726
haustier,domestic animal,726
inseln,islands,726
ohh,ohh,726
stützpunkt,base,726
trennt,separates,725
gesichtsausdruck,expression,725
andré,andré,725
gesunken,declined,725
fernbedienung,remote control,725
verstärkt,reinforced,725
fã,fa,725
markus,markus,725
element,element,725
sterling,sterling,725
olga,olga,725
verlegenheit,embarrassment,725
metro,metro,724
bruderschaft,brotherhood,724
probiere,try,724
wiederum,in turn,724
bereitschaft,standby,724
chet,chet,724
börse,stock market,724
aufsatz,essay,724
untergrund,underground,724
versiegelt,sealed,724
gegenstände,objects,724
gebildet,educated,724
rast,rest,724
regiment,regiment,724
kostenlos,free,723
ausschuss,committee,723
dvd,DVD,723
gesprengt,blown up,722
ausweise,ID cards,722
allan,allan,722
feindliche,enemy,722
irina,irina,722
feldwebel,sergeant,722
zerbricht,breaks,722
lenkt,directs,722
durchdrehen,go berserk,721
ausgelassen,hilarious,721
kramer,chandler,721
tango,tango,721
respektlos,disrespectful,721
stripperin,stripper,721
hengst,stallion,721
schwanzlutscher,cocksucker,721
löse,solvent,721
banane,banana,721
bloss,just,721
gavin,gavin,721
skinner,skinner,721
schurken,rogue,721
wäscht,washes,721
daraufhin,thereupon,720
nico,nico,720
walsh,walsh,720
geschäftspartner,Business partner,720
weggefahren,drove away,720
psychologie,psychology,720
zwing,Zwing,720
verständigen,notify,720
belastung,burden,720
bender,bender,720
bindung,binding,719
sherman,sherman,719
umarmt,hugs,719
entkam,escaped,719
gespenst,spook,719
konntet,could you,719
menschenleben,people live,719
wurdet,Were you,718
öde,desolate,718
ursprung,origin,718
geputzt,cleaned,718
sektion,section,718
schleppen,tow,718
erfassen,capture,718
terrasse,terrace,718
wilhelm,Wilhelm,718
unbesorgt,unconcerned,718
warteten,waited,718
eingereicht,submitted,718
sekretär,secretary,717
turk,turk,717
beruhigend,reassuring,717
angezündet,set on fire,717
verbrechens,", crime",717
impuls,pulse,717
voreilig,prematurely,717
peitsche,whip,717
griechen,greeks,717
bennet,bennet,717
installiert,Installed,717
verlier,lose,717
rebellion,rebellion,717
karin,karin,717
seemann,sailor,717
bones,bones,717
aufgeräumt,tidy,717
verdiente,earned,716
elender,miserable,716
sound,sound,716
absturz,crash,716
begleichen,settle,716
orgasmus,orgasm,716
toto,toto,715
vögelchen,little bird,715
reinkommt,comes in,715
renee,renee,715
benachrichtigen,notify,715
kavallerie,cavalry,715
allerseits,everyone,715
übe,practice,715
constable,constable,715
weigern,deny,714
wirklichen,real,714
aufträge,assignments,714
beifall,applause,714
cents,cents,714
angehörigen,relatives,714
damien,damien,713
resultat,result,713
global,global,713
pennsylvania,Pennsylvania,713
warmen,to warm,713
danielle,danielle,713
verbiete,forbid,713
entschuldigst,excuse,713
wahlen,elections,713
aufziehen,raise,713
weitem,far,713
verdreht,twisted,713
powers,powers,712
vorschuss,advance,712
bananen,bananas,712
dex,dex,712
schuf,created,712
beschützer,protector,712
fuer,For,712
wahrlich,verily,712
hüften,hips,712
q,q,712
betrag,amount,712
hysterisch,hysterical,711
schwor,swore,711
schlägerei,brawl,711
flogen,flew,711
bösewicht,villain,711
aufwachsen,grow up,710
römischen,Roman,710
carolina,Carolina,710
auszeichnung,Award,710
riskiere,risking,710
florence,florence,710
ermöglichen,enable,710
komiker,comedian,710
auffallen,stand out,710
eingegangen,received,710
kondom,condom,710
besserung,improvement,710
vinnie,vinnie,710
karton,carton,710
verspätet,delayed,709
obhut,care,709
aufführung,performance,709
fraß,food,709
abfahrt,Departure,709
hydra,Hydra,709
briefkasten,mailbox,709
häftling,prisoner,708
ezra,ezra,708
kat,kat,708
unterschätzen,underestimate,708
sisko,sisko,708
hausfrau,housewife,708
hannes,hannes,708
errichten,establish,708
stapel,stack,708
reparatur,repair,707
pike,pike,707
reste,leftovers,707
übereinstimmung,accordance,707
entwurf,design,707
shoppen,shopping,707
anliegen,issue,707
täuschung,illusion,707
doll,doll,707
eliminieren,eliminate,707
verstärken,strengthen,707
insassen,inmates,707
mithilfe,help,707
packung,pack,707
u.s.,U.S.,707
adressen,addresses,707
kang,kang,707
themen,subjects,707
aufteilen,divide,707
unberechenbar,unpredictable,707
eingeschlagen,smashed,707
verklagt,sued,706
drohne,drone,706
vage,vague,706
hindernis,obstacle,706
izzy,izzy,705
qualifiziert,qualified,705
solo,solo,705
gierig,greedy,705
schreck,fright,705
verrotten,rot,705
integrität,integrity,705
hinterkopf,occiput,705
wundervollen,wonderful,705
lo,lo,705
lob,praise,705
verwirren,confuse,705
allgemeinen,general,704
frustriert,frustrated,704
ohnmacht,powerlessness,704
autoschlüssel,car key,704
erfährst,learn,704
image,image,704
grady,grady,704
people,people,704
unheilvolle,baleful,704
kapieren,savvy,704
zigarren,cigars,704
josé,josé,704
joint,joint,703
nachgehen,pursue,703
gedrängt,packed,703
soziale,social,703
diente,served,703
vieler,many,703
wissenschaftliche,scientific,703
dastehen,stand,703
inmitten,midst,703
millie,millie,703
brannte,burned,703
mengen,amounts,703
ausnahmsweise,exceptionally,703
silvester,New Year's Eve,703
